name,type,level
Crâne d'Ecaflip,Os,Niv. 1
Fantôme Marcassin de combat,Fantôme de Familier,Niv. 1
Fantôme Tiwabbit Kiafin,Fantôme de Familier,Niv. 1
Fantôme Dragoune Noire,Fantôme de Familier,Niv. 1
Fantôme de Shushu de Rushu,Fantôme de Familier,Niv. 1
Hormone de Bworky,Poudre,Niv. 1
Hormone de Chacha,Poudre,Niv. 1
Hormone de Koalak Sanguin,Poudre,Niv. 1
Hormone de Kouin-Kouin,Poudre,Niv. 1
Hormone de Péki,Poudre,Niv. 1
Hormone de Vilain Petit Corbac,Poudre,Niv. 1
Hormone de Miniminotot,Poudre,Niv. 1
Hormone de Tiwabbit Kiafin,Poudre,Niv. 1
Hormone de Dragoune Noire,Poudre,Niv. 1
Fantôme de Dragoune Dorée,Fantôme de Familier,Niv. 1
Hormone de Raknaille,Poudre,Niv. 1
Fantôme de Chauffe-souris Délavée,Fantôme de Familier,Niv. 1
Hormone de Tifoux Tigré,Poudre,Niv. 1
Fantôme de Cromeugnon,Fantôme de Familier,Niv. 1
Fantôme d'Ecumouth,Fantôme de Familier,Niv. 1
Fantôme de Platypus,Fantôme de Familier,Niv. 1
Hormone de Serpète,Poudre,Niv. 1
Fantôme de Tofüm,Fantôme de Familier,Niv. 1
Fantôme de Dragouf,Fantôme de Montilier,Niv. 1
Emballage d'excuses,Emballage,Niv. 1
Emballage d'amitié,Emballage,Niv. 1
Emballage de fraternité,Emballage,Niv. 1
Hormone de Hurledent,Poudre,Niv. 1
Hormone de Meulourd,Poudre,Niv. 1
Fantôme de Sakochère,Fantôme de Montilier,Niv. 1
Hormone de Kafarce,Poudre,Niv. 1
Hormone d'Abra Kadabra,Poudre,Niv. 1
Hormone d'El Scarador,Poudre,Niv. 1
Fantôme de Tofu Poisseux,Fantôme de Familier,Niv. 1
Fantôme de Tofu Charmant,Fantôme de Familier,Niv. 1
Hormone de Chacha Brakmarien,Poudre,Niv. 1
Fantôme de Chacha Bontarien,Fantôme de Familier,Niv. 1
Fantôme de Chacha Ventru,Fantôme de Familier,Niv. 1
Fantôme de Tirubim,Fantôme de Familier,Niv. 1
Hormone de Titard,Poudre,Niv. 1
Fantôme de Chacharge,Fantôme de Montilier,Niv. 1
Fantôme de Tofureur,Fantôme de Montilier,Niv. 1
Fantôme de Godron Brâkmarien,Fantôme de Familier,Niv. 1
Fantôme de Godron Charmant,Fantôme de Familier,Niv. 1
Fantôme de Chaperlipopette,Fantôme de Familier,Niv. 1
Hormone de Dauge,Poudre,Niv. 1
Fantôme de Eliôme,Fantôme de Familier,Niv. 1
Hormone de Racoune,Poudre,Niv. 1
Hormone de Kometh,Poudre,Niv. 1
Fantôme de Mandrog,Fantôme de Familier,Niv. 1
Fantôme de Kokiroule,Fantôme de Familier,Niv. 1
Artefact Élémentaire Terre,Pierre précieuse,Niv. 1
Artefact Élémentaire Feu,Pierre précieuse,Niv. 1
Matériau d'éveil Feu,Matériau d'Éveil,Niv. 1
Matériau d'éveil Terre,Matériau d'Éveil,Niv. 1
Matériau d'éveil Air,Matériau d'Éveil,Niv. 1
Huile de Sésame,Huile,Niv. 1
Farine de Seigle,Farine,Niv. 1
Farine d'Avoine,Farine,Niv. 1
Pomme de Terre,Légume,Niv. 1
Tonneau vide,Ressources diverses,Niv. 1
Silex Sanglant,Pierre brute,Niv. 1
Potion d'Etincelle,Potion de forgemagie,Niv. 1
Verveine,Plante,Niv. 1
Grande fiole,Matériel d'alchimie,Niv. 1
Fiole à élément,Matériel d'alchimie,Niv. 1
Bon 2000 Kek,Ressources diverses,Niv. 1
Bon 10000 Kek,Ressources diverses,Niv. 1
Mesure de sel,Poudre,Niv. 1
Crabe Sourimi exotique vidé,Poisson vidé,Niv. 1
Poisson-Tigre,Poisson,Niv. 1
Poisson Tigre vidé,Poisson vidé,Niv. 1
Greu-vette vidée,Poisson vidé,Niv. 1
Goujon vidé,Poisson vidé,Niv. 1
Greu-vette Horreur,Poisson,Niv. 1
Goujon Kiye,Poisson,Niv. 1
Chair de Larve Conservée,Viande conservée,Niv. 1
Farine d'Avoine Aurifère,Farine,Niv. 1
Feuille de ronce d'Hestia,Plante,Niv. 1
Potion de métal liquide,Potion de forgemagie,Niv. 1
Potion de Copeaux de Bois,Potion de forgemagie,Niv. 1
Peluche du Bouftou,Peluche,Niv. 1
Peluche du Sanglier,Peluche,Niv. 1
Peluche du Champ,Peluche,Niv. 1
Fantôme de Kouin-Kouin,Fantôme de Familier,Niv. 1
Fantôme de Petit Chacha Blanc,Fantôme de Familier,Niv. 1
Fantôme de Fotome,Fantôme de Familier,Niv. 1
Fantôme de Dragoune Rose,Fantôme de Familier,Niv. 1
Fantôme de Léopardo,Fantôme de Familier,Niv. 1
Fantôme de Pioute Bleu,Fantôme de Familier,Niv. 1
Fantôme de Pioute Jaune,Fantôme de Familier,Niv. 1
Fantôme de Pioute Rouge,Fantôme de Familier,Niv. 1
Fantôme de Pioute Vert,Fantôme de Familier,Niv. 1
Fantôme de Pioute Violet,Fantôme de Familier,Niv. 1
Fantôme de Willy le Relou,Fantôme de Familier,Niv. 1
Jeton du Maître de Jeu,Ressources diverses,Niv. 1
Fantôme de Koalak Sanguin,Fantôme de Familier,Niv. 1
Gratrooll,Huile,Niv. 1
Fantôme Ross,Fantôme de Familier,Niv. 1
Crâne d'Osamodas,Os,Niv. 1
Crâne de Pandawa,Os,Niv. 1
Fantôme Miniminotot,Fantôme de Familier,Niv. 1
Fantôme Crocodaille,Fantôme de Familier,Niv. 1
Fantôme de Vampyrette,Fantôme de Familier,Niv. 1
Fantôme de Chauffe-souris,Fantôme de Familier,Niv. 1
Orbe reconstituant,Pierre précieuse,Niv. 1
Hormone de Bébé Pandawa,Poudre,Niv. 1
Hormone de Léopardo,Poudre,Niv. 1
Hormone de Mini Wa,Poudre,Niv. 1
Hormone de Pykur,Poudre,Niv. 1
Fantôme de Kouin-Kouin Noir,Fantôme de Familier,Niv. 1
Hormone de Chienchien Tigré,Poudre,Niv. 1
Hormone de Kouin-Kouin Noir,Poudre,Niv. 1
Fantôme de Médugivre,Fantôme de Familier,Niv. 1
Crâne de Zobal,Os,Niv. 1
Relique du Cimetière des Os Posés,Souvenir,Niv. 1
Flocon de Neige,Nowel,Niv. 1
Emballage d'anniversaire,Emballage,Niv. 1
Emballage d'amour,Emballage,Niv. 1
Hormone de Sourisette,Poudre,Niv. 1
Fantôme de Rauleur,Fantôme de Familier,Niv. 1
Hormone de Balafreux,Poudre,Niv. 1
Hormone de Bulbouture,Poudre,Niv. 1
Hormone de Toukancre,Poudre,Niv. 1
Fantôme de Fosfo,Fantôme de Familier,Niv. 1
Hormone de Bouloute,Poudre,Niv. 1
Hormone de Dragoune,Poudre,Niv. 1
Hormone de Tifoux,Poudre,Niv. 1
Fantôme de Tofu Mesuré,Fantôme de Familier,Niv. 1
Fantôme de Tofu Ventru,Fantôme de Familier,Niv. 1
Hormone de Tofu Poisseux,Poudre,Niv. 1
Hormone de Tofu Charmant,Poudre,Niv. 1
Hormone de Boune Charmant,Poudre,Niv. 1
Fantôme de Boune Brakmarien,Fantôme de Familier,Niv. 1
Hormone de Boune Brakmarien,Poudre,Niv. 1
Fantôme de Boune Ventru,Fantôme de Familier,Niv. 1
Fantôme de Chacha Charmant,Fantôme de Familier,Niv. 1
Fantôme de Chacha Brakmarien,Fantôme de Familier,Niv. 1
Fantôme de Dragouf Noir,Fantôme de Montilier,Niv. 1
Fantôme de Bontique,Fantôme de Familier,Niv. 1
Hormone de Tirubim,Poudre,Niv. 1
Fantôme de La Chose,Fantôme de Familier,Niv. 1
Fantôme de Kougnard,Fantôme de Montilier,Niv. 1
Hormone de Tatouf,Poudre,Niv. 1
Fantôme de Glub,Fantôme de Familier,Niv. 1
Fantôme de Chienchien Roux,Fantôme de Familier,Niv. 1
Hormone de Chienchien Roux,Poudre,Niv. 1
Fantôme de Mécaphor,Fantôme de Montilier,Niv. 1
Fantôme de Mosk,Fantôme de Familier,Niv. 1
Hormone de Moumoute,Poudre,Niv. 1
Fantôme de Racoune,Fantôme de Familier,Niv. 1
Fantôme de Noxine,Fantôme de Montilier,Niv. 1
Artefact Élémentaire Air,Pierre précieuse,Niv. 1
Matériau d'éveil Eau,Matériau d'Éveil,Niv. 1
